E-MU Systems	Beat Garden ROM	BEAT Bank 0	000 bts:Beat Garden	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	001 bas:Beat Square	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	002 syn:Tulip Bells	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	003 vox:FlowerBed	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	004 bts:Disco Garden	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	005 bts:RnB Flower 2	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	006 bas:Oak Tree	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	007 git:Riff me 2	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	008 pad:DestyFlower1	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	009 bas:Bamboe DJ	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	010 arp:Beat Flache	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	011 sub:LowerMeBass1	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	012 pr1:Percussion 1	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	013 pr2:Percussion 2	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	014 pr3:Percussion 3	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	015 sn1:Snares 1 St.	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	016 sn2:Snares 2mono	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	017 sn3:Snares 3 St.	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	018 sn4:Jungle SN St	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	019 sn5:Jngl SN St+M	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	020 sn6:Elec SN 1mon	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	021 sn6:Elec SN 2 St	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	022 sn6:Elec SN 3	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	023 sn6:Elec SN 4	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	024 sn7:Elec SN+CLP1	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	025 clp:Claps St. 1	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	026 clp:Claps St+M.1	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	027 clp:Claps Stack1	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	028 bd1:BG BD 1	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	029 bd1:BG BD room 2	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	030 bd2:BG BD Elec 1	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	031 bd2:BG BD Elec 2	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	032 hh1:HiHats monoI	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	033 cb1:Cymb&Rides 1	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	034 cb2:Cymb&Rides 2	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	035 tom:Beat Toms	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	036 kit:Jazz & Bass	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	037 sfx:Beat Field 1	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	038 sfx:Beat Field 2	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	039 git:Riff me 1	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	040 syn:XyloSynth D	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	041 amb:Snowy Trees	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	042 bas:Slap it 1cho	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	043 sfx:Special & Dr	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	044 syn:Angel Sword	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	045 git:Muted Alka	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	046 bas:Jungle GSM	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	047 pad:GardenString	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	048 bas:PhatSawer	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	049 amb:Angel Pad	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	050 led:Funky Plant	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	051 kb2:Aurora	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	052 bts:Z-planer	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	053 bts:Filter Disco	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	054 bts:Slowa	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	055 pad:Silk Padings	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	056 bas:Analoga Tree	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	057 syn:Chimy Pad	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	058 bts:Rock Garden	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	059 bts:Tulip Garden	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	060 bas:Saw Leaves	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	061 bts:Post groove	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	062 bts:Hi Temp	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	063 pad:Artic Sweep	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	064 bas:Spruce	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	065 sfx:SF Chimes	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	066 bts:Jungle Eyes	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	067 bts:ScottsValley	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	068 bts:Low Rider	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	069 bts:Swing Garden	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	070 bas:Swing Garden	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	071 bts:Fantasy	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	072 bas:Acous-Syn 5	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	073 pad:Versatility	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	074 bas:Voca T-Bee	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	075 bts:Park groove	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	076 arp:M-Es Twenty	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	077 vox:Fab Syntha	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	078 bts:DnB Garden	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	079 git:Plectrum-B	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	080 kb2:Butterfly	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	081 bas:Balled	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	082 hit:Newish II	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	083 syn:PlantoDance	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	084 arp:Beat Chord 1	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	085 pad:Gardensynth	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	086 arp:T-Beat 1	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	087 bas:Wild Plant	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	088 vox:Big BG Choir	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	089 syn:Garden Party	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	090 hit:@ BeatGarden	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	091 bts:Moveda Floor	
E-MU Systems	Beat Garden ROM	BEAT Bank 0	092 bas:Cactus VI	
