Apple	Klopfgeist		#default	
Apple	Klopfgeist		Bass	
Apple	Klopfgeist		Hard Tick	
Apple	Klopfgeist		Impulse 01	
Apple	Klopfgeist		Impulse 02	
Apple	Klopfgeist		Kick Drum Long	
Apple	Klopfgeist		Kick Drum Short	
Apple	Klopfgeist		Kick Drum	
Apple	Klopfgeist		Pluck High	
Apple	Klopfgeist		Pluck	
Apple	Klopfgeist		Tonal	
