Reason Studios	Reason Factory Sound Bank	Alligator Patches		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Bass -> Acoustic Bass		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Bass -> Electric Bass		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Bass -> Electromechanical Bass		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Bass -> Synth Bass		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Bells and Mallets		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Brass		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Combi Layout Templates		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Drums and Percussion -> Drum Instruments -> BassDrums		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Drums and Percussion -> Drum Instruments -> Claps		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Drums and Percussion -> Drum Instruments -> HiHats		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Drums and Percussion -> Drum Instruments -> Toms		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Drums and Percussion -> Drum Kits		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Drums and Percussion -> Machines		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Drums and Percussion -> Percussion		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Drums and Percussion -> RDK Vintage Mono -> Misc Kits		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Drums and Percussion -> RDK Vintage Mono -> Pop Kits		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Drums and Percussion -> RDK Vintage Mono -> Producer Kits		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Drums and Percussion -> RDK Vintage Mono -> Rock Kits		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Drums and Percussion -> RDK Vintage Mono -> Vintage Soul - Funk Kits		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Beat Repeater		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Delay -> Doublers		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Delay -> Echo		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Delay -> Lo-Fi Delay		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Delay -> Modulation Delay		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Delay -> Multi Tap Delay		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Delay -> Pitch Delay		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Delay -> Stereo Delay		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Dynamics -> Bass		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Dynamics -> Drums		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Dynamics -> General Purpose		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Dynamics -> Guitars		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Dynamics -> Keyboards		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Dynamics -> Vocals		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> EQ & Filtering		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> EQ & Filtering -> Resonator Chords		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Fidelity FX -> Bitcrushing		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Fidelity FX -> Distortion		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Fidelity FX -> Overdrive		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Fidelity FX -> Tape Simulation		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Gating & Choppers		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Instrument Processors		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> MIDI Keyboard Controlled FX		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Modulation -> Chorus		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Modulation -> Flanger - Phaser		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Modulation -> Freq Modulation		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Modulation -> Panner		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Modulation -> Panner -> Time Synced Panners		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Modulation -> Rotary Speakers		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Modulation -> Spreader		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Modulation -> Tremolo		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Modulation -> Vibrato		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Multi FX		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Pattern Based		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Pitch Processing -> Chord Generators		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Pitch Processing -> Octavers and Shifters		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Pitch Processing -> Special FX		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Reverb		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Utility		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Utility -> Side Chain Key Settings->Presets		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Vocal Processors		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Vocoder		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Effect Device Patches -> Voice Synth		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Guitar and Plucked -> Acoustic Guitar		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Guitar and Plucked -> Electric Guitar		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Guitar and Plucked -> Guitar Loops		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Guitar and Plucked -> Misc Guitar and Plucked		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Orchestral		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Organ		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Pads		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Performance Patches -> Arpeggiated		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Performance Patches -> Boutique		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Performance Patches -> Layers		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Performance Patches -> One Finger Chords		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Performance Patches -> Sequenced		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Performance Patches -> Song Starters		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Performance Patches -> Splits		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Piano and Keyboard -> Acoustic Piano		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Piano and Keyboard -> Electric Piano		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Piano and Keyboard -> Misc Keyboard		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Reed and Pipe		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Rhythmic		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Sound FX		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Strings		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Synth FX		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Synth Lead		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Synth Plucks		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Synth Poly		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Textures and Musical FX		
Reason Studios	Reason Factory Sound Bank	Combinator Patches -> Voice and Choir		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Bass Loops -> Synth Bass		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Drums -> Acoustic Drums -> -Jason McGerr (JMS)		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Drums -> Acoustic Drums -> -Keith LeBlanc (KLB)		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Drums -> Acoustic Drums -> Alternative		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Drums -> Acoustic Drums -> Metal		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Drums -> Acoustic Drums -> Pop		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Drums -> Acoustic Drums -> Power Pop		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Drums -> Acoustic Drums -> Reggae Dub		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Drums -> Acoustic Drums -> Studio Drums		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Drums -> Acoustic Drums -> Vintage		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Drums -> Electronic Drums -> -Beyer Lekebusch (BL)		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Drums -> Electronic Drums -> -Bomb Squad (BSQ)		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Drums -> Electronic Drums -> Club		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Drums -> Electronic Drums -> Dubstep		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Drums -> Electronic Drums -> Electro House		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Drums -> Electronic Drums -> Glitch and Noise		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Drums -> Electronic Drums -> Tech House		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Acoustic Strumming Guitar -> Manchester  105 bpm -> Major Scales		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Acoustic Strumming Guitar -> Manchester  105 bpm -> Minor Scales		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Acoustic Strumming Guitar -> Strums  90 bpm -> Major Scales		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Acoustic Strumming Guitar -> Strums  90 bpm -> Minor Scales		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Acoustic Strumming Guitar -> Strums  120 bpm -> Major Scales		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Acoustic Strumming Guitar -> Strums  120 bpm -> Minor Scales		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Acoustic Strumming Guitar -> Strums 6/8  93 bpm -> Major Scales		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Acoustic Strumming Guitar -> Strums 6/8  93 bpm -> Minor Scales		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Electric Rhythm Guitar -> Cherie Rhythm  105 bpm -> Major Scales		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Electric Rhythm Guitar -> Cherie Rhythm  105 bpm -> Minor Scales		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Electric Rhythm Guitar -> Chord Strokes  105 bpm -> Major Scales		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Electric Rhythm Guitar -> Harvey Muted  106 bpm -> Major Scales		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Electric Rhythm Guitar -> Harvey Muted  106 bpm -> Minor Scales		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Electric Rhythm Guitar -> Harvey Muted  106 bpm -> Variations		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Electric Rhythm Guitar -> Kirk Riffs  105 bpm		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Electric Rhythm Guitar -> Kirk Single String  105 bpm -> Major Scale		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Electric Rhythm Guitar -> Kirk Single String  105 bpm -> Minor Scale		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Guitar Loops -> Electric Rhythm Guitar -> Punk Power Chords  141 bpm		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Music Loops		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Percussion		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Percussion -> -Keith LeBlanc (KLB)		
Reason Studios	Reason Factory Sound Bank	Dr Octo Rex Patches -> Synth loops		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Beyer Lekebusch (BL)		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Bomb Squad (BSQ) -> Beats		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Bomb Squad (BSQ) -> Fills		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Jason McGerr (JMS) -> 105 Rock		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Jason McGerr (JMS) -> 113 Breakbeat		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Jason McGerr (JMS) -> 135 Shuffle		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Keith LeBlanc (KLB) -> 081 BigFeel		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Keith LeBlanc (KLB) -> 082 TackHead		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Keith LeBlanc (KLB) -> 088 ScratchFunk		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Keith LeBlanc (KLB) -> 089 OldSchool		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Keith LeBlanc (KLB) -> 093 BackCut		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Keith LeBlanc (KLB) -> 096 Rocking It		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Keith LeBlanc (KLB) -> 099 OldSchool Cym		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Keith LeBlanc (KLB) -> 099 UpPhat		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Keith LeBlanc (KLB) -> 109 StingBit		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Keith LeBlanc (KLB) -> 145 RoughCut		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Printz Board (PB)		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Simon Carter (SC) -> 126 Spoiltduck		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Simon Carter (SC) -> 127 Techdrom		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Simon Carter (SC) -> 130 Crystal DnB		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> -Simon Carter (SC) -> 130 Nightsistaz		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Abstract HipHop		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Alternative -> 076 Dry Basic		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Alternative -> 080 Hold Time		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Alternative -> 090 Dry Basic		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Alternative -> 090 Siberian Breaks		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Alternative -> 114 Rave On (Shuffle)		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Alternative -> 120 Arcade Beat		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Alternative -> 120 Dry Basic		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Alternative -> 120 Glasgow Nights		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Hip Hop		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Metal -> 067 HugeMatters (6-8)		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Metal -> 090 RockSnare		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Metal -> 092 RingSnare Dry		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Metal -> 099 RumpSteak Dry		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Metal -> 110 HeavyRock		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Metal -> 120 Half Time		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Metal -> 120 Half Time -> old		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Metal -> 140 RockSnare		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Metal -> 175 DryFat		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Pop -> 087 HipSwing		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Pop -> 091 4OnTheFloor		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Pop -> 106 WalkDsKick		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Pop -> 110 Basics		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Pop -> 117 Basics		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Power Pop -> 100 College		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Power Pop -> 130 College		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Reggae Dub -> 077 OneDrop		
Reason Studios	Reason Factory Sound Bank	Dr Rex Drum Loops -> Acoustic -> Reggae Dub -> 091 OneDrop		
