KORG	KC Mono/Poly	Program -> Factory A	3rd Perc Organ	
KORG	KC Mono/Poly	Program -> Factory A	5th Comb Sweep	
KORG	KC Mono/Poly	Program -> Factory A	8 Step Sequence	
KORG	KC Mono/Poly	Program -> Factory A	Adesugata Pad	
KORG	KC Mono/Poly	Program -> Factory A	Ambient E.Guitar	
KORG	KC Mono/Poly	Program -> Factory A	Analog Bells	
KORG	KC Mono/Poly	Program -> Factory A	Analog Drive BD	
KORG	KC Mono/Poly	Program -> Factory A	Analog PhaseLead	
KORG	KC Mono/Poly	Program -> Factory A	Analog Strings	
KORG	KC Mono/Poly	Program -> Factory A	Analog Tenor Sax	
KORG	KC Mono/Poly	Program -> Factory A	AnalogTrumpet	
KORG	KC Mono/Poly	Program -> Factory A	Ancient Memory	
KORG	KC Mono/Poly	Program -> Factory A	Aqua Block	
KORG	KC Mono/Poly	Program -> Factory A	Atonal Bell SFX	
KORG	KC Mono/Poly	Program -> Factory A	Back To the 80's	
KORG	KC Mono/Poly	Program -> Factory A	Bass Maschine	
KORG	KC Mono/Poly	Program -> Factory A	Big Hollow Pad	
KORG	KC Mono/Poly	Program -> Factory A	Bottle Code Seq	
KORG	KC Mono/Poly	Program -> Factory A	Bowed Guitar Pad	
KORG	KC Mono/Poly	Program -> Factory A	BPM Repeater	
KORG	KC Mono/Poly	Program -> Factory A	BPM S&H Pad	
KORG	KC Mono/Poly	Program -> Factory A	ChinChilla	
KORG	KC Mono/Poly	Program -> Factory A	Chocolate Lead	
KORG	KC Mono/Poly	Program -> Factory A	Chord Sequence	
KORG	KC Mono/Poly	Program -> Factory A	Classic Sq Lead	
KORG	KC Mono/Poly	Program -> Factory A	Clavish Synth	
KORG	KC Mono/Poly	Program -> Factory A	Dark Pick Bass	
KORG	KC Mono/Poly	Program -> Factory A	Darwinian Pad	
KORG	KC Mono/Poly	Program -> Factory A	Data Transfer	
KORG	KC Mono/Poly	Program -> Factory A	Deci Talk Lead	
KORG	KC Mono/Poly	Program -> Factory A	Deep Square Bass	
KORG	KC Mono/Poly	Program -> Factory A	Digitalized Bass	
KORG	KC Mono/Poly	Program -> Factory A	Disco1	
KORG	KC Mono/Poly	Program -> Factory A	Disco2	
KORG	KC Mono/Poly	Program -> Factory A	Dist Shot Bass	
KORG	KC Mono/Poly	Program -> Factory A	Distinctiv Synth	
KORG	KC Mono/Poly	Program -> Factory A	DnB Reverse Bass	
KORG	KC Mono/Poly	Program -> Factory A	DonChaka Seq	
KORG	KC Mono/Poly	Program -> Factory A	Dreamchord	
KORG	KC Mono/Poly	Program -> Factory A	DreamyVibe	
KORG	KC Mono/Poly	Program -> Factory A	Drip Rhythm	
KORG	KC Mono/Poly	Program -> Factory A	Dust 'ol Fairy	
KORG	KC Mono/Poly	Program -> Factory A	En-Tranced Arp	
KORG	KC Mono/Poly	Program -> Factory A	Far Chord Hit	
KORG	KC Mono/Poly	Program -> Factory A	FiltaModPad	
KORG	KC Mono/Poly	Program -> Factory A	Fire Eater	
KORG	KC Mono/Poly	Program -> Factory A	Flashlight	
KORG	KC Mono/Poly	Program -> Factory A	Floor Filler	
KORG	KC Mono/Poly	Program -> Factory A	Glass Pad	
KORG	KC Mono/Poly	Program -> Factory A	Glitch Loop	
KORG	KC Mono/Poly	Program -> Factory A	Gods Army	
KORG	KC Mono/Poly	Program -> Factory A	Gold-E-Lox Keys	
KORG	KC Mono/Poly	Program -> Factory A	Guack Decimal	
KORG	KC Mono/Poly	Program -> Factory A	Hard Dist Lead	
KORG	KC Mono/Poly	Program -> Factory A	Hard Hoovy Bass	
KORG	KC Mono/Poly	Program -> Factory A	Hard Sekwense	
KORG	KC Mono/Poly	Program -> Factory A	HardTune Lead	
KORG	KC Mono/Poly	Program -> Factory A	Haunted Chimes	
KORG	KC Mono/Poly	Program -> Factory A	Highlaw Bass	
KORG	KC Mono/Poly	Program -> Factory A	Ice Resonator	
KORG	KC Mono/Poly	Program -> Factory A	IncubationChords	
KORG	KC Mono/Poly	Program -> Factory A	Kaoss into a Pad	
KORG	KC Mono/Poly	Program -> Factory A	Kord Rain	
KORG	KC Mono/Poly	Program -> Factory A	LemmeAxeYouThis!	
KORG	KC Mono/Poly	Program -> Factory A	LickwitLines	
KORG	KC Mono/Poly	Program -> Factory A	Lo-KickBass	
KORG	KC Mono/Poly	Program -> Factory A	Luminescent	
KORG	KC Mono/Poly	Program -> Factory A	Luxury Lead	
KORG	KC Mono/Poly	Program -> Factory A	Mar-Y-Sol MW	
KORG	KC Mono/Poly	Program -> Factory A	MG Madness	
KORG	KC Mono/Poly	Program -> Factory A	Mild Fifth	
KORG	KC Mono/Poly	Program -> Factory A	MonoFlute	
KORG	KC Mono/Poly	Program -> Factory A	Moody Soft Lead	
KORG	KC Mono/Poly	Program -> Factory A	MP Sync Key	
KORG	KC Mono/Poly	Program -> Factory A	MS20BassLead	
KORG	KC Mono/Poly	Program -> Factory A	Musique Box	
KORG	KC Mono/Poly	Program -> Factory A	MW Maj7 Bloom	
KORG	KC Mono/Poly	Program -> Factory A	Nap Zap	
KORG	KC Mono/Poly	Program -> Factory A	NewAgerBass	
KORG	KC Mono/Poly	Program -> Factory A	Nine Ten Go	
KORG	KC Mono/Poly	Program -> Factory A	Nip&Tuck	
KORG	KC Mono/Poly	Program -> Factory A	Petrokemical Ltd	
KORG	KC Mono/Poly	Program -> Factory A	Phaser Clav	
KORG	KC Mono/Poly	Program -> Factory A	Phat MG Bass	
KORG	KC Mono/Poly	Program -> Factory A	Phet Sync Lead	
KORG	KC Mono/Poly	Program -> Factory A	Play That Chord	
KORG	KC Mono/Poly	Program -> Factory A	Pretty Musik	
KORG	KC Mono/Poly	Program -> Factory A	Pulsin' Solo	
KORG	KC Mono/Poly	Program -> Factory A	PWM 7th pad	
KORG	KC Mono/Poly	Program -> Factory A	Random Peak Lead	
KORG	KC Mono/Poly	Program -> Factory A	Repeater Bell	
KORG	KC Mono/Poly	Program -> Factory A	Resonator	
KORG	KC Mono/Poly	Program -> Factory A	Reversal Motion	
KORG	KC Mono/Poly	Program -> Factory A	Rezdrop Synth	
KORG	KC Mono/Poly	Program -> Factory A	RndCutting	
KORG	KC Mono/Poly	Program -> Factory A	Rounder Bass	
KORG	KC Mono/Poly	Program -> Factory A	S&H Trigger Arp	
KORG	KC Mono/Poly	Program -> Factory A	Seventy E.Piano	
KORG	KC Mono/Poly	Program -> Factory A	Smiley Sign	
KORG	KC Mono/Poly	Program -> Factory A	Soft Synth Horn	
KORG	KC Mono/Poly	Program -> Factory A	Softer Acid	
KORG	KC Mono/Poly	Program -> Factory A	SpeedSpace	
KORG	KC Mono/Poly	Program -> Factory A	Spelunking	
KORG	KC Mono/Poly	Program -> Factory A	Spiral Motion	
KORG	KC Mono/Poly	Program -> Factory A	Spooky Soprano	
KORG	KC Mono/Poly	Program -> Factory A	Square Lead	
KORG	KC Mono/Poly	Program -> Factory A	Subatomic  Bass	
KORG	KC Mono/Poly	Program -> Factory A	Sublime Chime	
KORG	KC Mono/Poly	Program -> Factory A	SuperComputer	
KORG	KC Mono/Poly	Program -> Factory A	SynKalimba	
KORG	KC Mono/Poly	Program -> Factory A	Synth Organ Bass	
KORG	KC Mono/Poly	Program -> Factory A	TechBeat1	
KORG	KC Mono/Poly	Program -> Factory A	Techbeat2	
KORG	KC Mono/Poly	Program -> Factory A	Tek Code Shot	
KORG	KC Mono/Poly	Program -> Factory A	The Wibbles	
KORG	KC Mono/Poly	Program -> Factory A	Thrasher	
KORG	KC Mono/Poly	Program -> Factory A	Thunderstorm	
KORG	KC Mono/Poly	Program -> Factory A	Toxikated Bass	
KORG	KC Mono/Poly	Program -> Factory A	Tremolo Drops	
KORG	KC Mono/Poly	Program -> Factory A	Unison Pizzicato	
