Apple	EVP88		#default	
Apple	EVP88		Bright Suitcase	
Apple	EVP88		Crunchy Funk Piano	
Apple	EVP88		Electra Piano	
Apple	EVP88		Mark IV Phaser	
Apple	EVP88		Stage MkII Funk	
Apple	EVP88		Stage MkII Luscious	
Apple	EVP88		Stage Piano MkI	
Apple	EVP88		Suitcase Bright	
Apple	EVP88		Suitcase MkI Tremolo	
Apple	EVP88		Suitcase MkI	
Apple	EVP88		Suitcase V2 Chorus	
Apple	EVP88		Suitcase V2 Phaser	
Apple	EVP88		Wurlitzer 200A Tremolo	
Apple	EVP88		Wurlitzer 200A	
Apple	EVP88		Wurlitzer 240V Tremolo	
Apple	EVP88		Wurlitzer 240V	
