Company/Manufacturer	Product	Path/Bank	Program	Notes
				
Table of Contents				
				
JUMP TO:	Series 1000			
(Click the cell, and click the	Series 2000			
hyperlink that comes up.)	Sampler Library			
	Series 4000			
	Series 6000			
	Warner Bros. Sound Effects Library			
	Hanna-Barbera Sound Effects Library			
				
				
to-do: add series 6000 extensions, add more series				
Series 1000		(Released: 1979)		
Sound Ideas	Series 1000	1001-01-01	AIRPLANE, SINGLE PROP	EXTERNAL: START ENGINE, TAXI
Sound Ideas	Series 1000	1001-02-01	AIRPLANE, SINGLE PROP	BEAVER: EXTERNAL: IN FLIGHT, LANDING
Sound Ideas	Series 1000	1001-03-01	AIRPLANE, SINGLE PROP	EXTERNAL: PASS BY OVERHEAD
Sound Ideas	Series 1000	1001-04-01	AIRPLANE, SINGLE PROP	EXTERNAL: PASS BY OVERHEAD
Sound Ideas	Series 1000	1001-05-01	AIRPLANE, SINGLE PROP	EXTERNAL: PASS BY OVERHEAD
Sound Ideas	Series 1000	1001-06-01	AIRPLANE, SINGLE PROP	EXTERNAL: PASS BY OVERHEAD
Sound Ideas	Series 1000	1001-07-01	AIRPLANE, SINGLE PROP	EXTERNAL: PASS BY OVERHEAD QUICKLY
Sound Ideas	Series 1000	1001-08-01	AIRPLANE, SINGLE PROP	EXTERNAL: PASS BY OVERHEAD QUICKLY
Sound Ideas	Series 1000	1001-09-01	AIRPLANE, SINGLE PROP	EXTERNAL: PASS BY OVERHEAD QUICKLY
Sound Ideas	Series 1000	1001-10-01	AIRPLANE, SINGLE PROP	EXTERNAL: HIGH REV, IDLE, STOP
Sound Ideas	Series 1000	1001-11-01	AIRPLANE, SINGLE PROP	INTERNAL: START UP, IDLE
Sound Ideas	Series 1000	1001-12-01	AIRPLANE, SINGLE PROP	INTERNAL: IDLE, 2-WAY RADIO CHATTER, RADIO, CONTROL TOWER, AIRPORT, CONTROL TOWER
Sound Ideas	Series 1000	1001-13-01	AIRPLANE, SINGLE PROP	INTERNAL: TAXIING
Sound Ideas	Series 1000	1001-14-01	AIRPLANE, SINGLE PROP	INTERNAL: TAKE OFF, IN FLIGHT; RADIO TO TOWER, AIRPORT, CONTROL TOWER
Sound Ideas	Series 1000	1001-15-01	AIRPLANE, SINGLE PROP	INTERNAL: TAKE OFF, IN FLIGHT; RADIO TO TOWER, AIRPORT, CONTROL TOWER
Sound Ideas	Series 1000	1001-16-01	AIRPLANE, SINGLE PROP	INTERNAL: START, TAXI, TAKE OFF, IN FLIGHT, RADIO, AIRPORT, CONTROL TOWER
Sound Ideas	Series 1000	1001-17-01	AIRPLANE, SINGLE PROP	INTERNAL: IN FLIGHT RADIO, AIRPORT, CONTROL TOWER
Sound Ideas	Series 1000	1001-18-01	AIRPLANE, SINGLE PROP	INTERNAL: IN FLIGHT, 'STALL' WARNING SIGNAL, AIRPORT, CONTROL TOWER
Sound Ideas	Series 1000	1001-19-01	AIRPLANE, SINGLE PROP	INTERNAL: APPROACH AND LAND, RADIO, AIRPORT, CONTROL TOWER
Sound Ideas	Series 1000	1001-20-01	AIRPLANE, SINGLE PROP	INTERNAL: FAST IDLE, SHUT OFF ENGINE, PLANES IN BACKGROUND
Sound Ideas	Series 1000	1001-21-01	AIRPLANE, TWIN PROP	EXTERNAL: TAXI UP, ROUGH IDLE
Sound Ideas	Series 1000	1001-22-01	AIRPLANE, TWIN PROP	EXTERNAL: TAKE OFF
Sound Ideas	Series 1000	1001-23-01	AIRPLANE, TWIN PROP	EXTERNAL: TAKE OFF
Sound Ideas	Series 1000	1001-24-01	AIRPLANE, TWIN PROP	EXTERNAL: IN FLIGHT
Sound Ideas	Series 1000	1001-25-01	AIRPLANE, TWIN PROP	EXTERNAL: IN FLIGHT
Sound Ideas	Series 1000	1001-26-01	AIRPLANE, TWIN PROP	INTERNAL: IN FLIGHT
Sound Ideas	Series 1000	1001-27-01	AIRPLANE, TWIN PROP	INTERNAL: IN FLIGHT
Sound Ideas	Series 1000	1001-28-01	AIRPLANE, TWIN PROP	EXTERNAL: PASS BY OVERHEAD
Sound Ideas	Series 1000	1001-29-01	AIRPLANE, TWIN PROP	EXTERNAL: PASS BY OVERHEAD
Sound Ideas	Series 1000	1001-30-01	AIRPLANE, TWIN PROP	EXTERNAL: APPROACH FROM DISTANCE AND LAND
Sound Ideas	Series 1000	1001-31-01	AIRPLANE, TWIN PROP	EXTERNAL: PASS BY DIRECTLY OVERHEAD
Sound Ideas	Series 1000	1001-32-01	AIRPLANE, TWIN PROP	EXTERNAL: PASS BY DIRECTLY OVERHEAD
Sound Ideas	Series 1000	1001-33-01	AIRPLANE, TWIN PROP	EXTERNAL: LANDING
Sound Ideas	Series 1000	1001-34-01	AIRPLANE, TWIN PROP	EXTERNAL: LANDING
Sound Ideas	Series 1000	1001-35-01	AIRPLANE, TWIN PROP	EXTERNAL: LANDING
Sound Ideas	Series 1000	1001-36-01	AIRPLANE, SQUADRON	BOMBER SQUADRON: EXTERNAL: PASS OVERHEAD
Sound Ideas	Series 1000	1001-37-01	AIRPORT, AMBIENCE	JET AMBIENCE: GENERAL AMBIENCE, PLANES TAXIING, AIRPLANE, JETS
Sound Ideas	Series 1000	1001-38-01	AIRPLANE, JET	TAKE OFF
Sound Ideas	Series 1000	1001-39-01	AIRPLANE, JET	TAKE OFF
Sound Ideas	Series 1000	1001-40-01	AIRPLANE, JET	TAKE OFF
Sound Ideas	Series 1000	1001-41-01	AIRPLANE, JET	TAKE OFF
Sound Ideas	Series 1000	1001-42-01	AIRPLANE, JET	TAKE OFF
Sound Ideas	Series 1000	1001-43-01	AIRPLANE, JET	LANDING
Sound Ideas	Series 1000	1001-44-01	AIRPLANE, JET	LANDING
Sound Ideas	Series 1000	1001-45-01	AIRPLANE, JET	LANDING
Sound Ideas	Series 1000	1001-46-01	AIRPLANE, JET	LANDING
Sound Ideas	Series 1000	1001-47-01	AIRPLANE, JET	LANDING
Sound Ideas	Series 1000	1001-48-01	AIRPLANE, JET	LANDING
Sound Ideas	Series 1000	1001-49-01	AIRPLANE, JET	PASSES BY LOW OVERHEAD
Sound Ideas	Series 1000	1001-50-01	AIRPLANE, JET	PASSES BY, LOW OVERHEAD
Sound Ideas	Series 1000	1001-51-01	AIRPLANE, JET	APPROACH, FLY BY, FADE INTO DISTANCE
Sound Ideas	Series 1000	1001-52-01	AIRPLANE, JET	727: INTERNAL: TAXIING
Sound Ideas	Series 1000	1001-53-01	AIRPLANE, JET	727: INTERNAL: TAXIING, VOICE OVER P.A. IN BACKGROUND
Sound Ideas	Series 1000	1001-54-01	AIRPLANE, JET	737: EXTERNAL: TAXIING
Sound Ideas	Series 1000	1001-55-01	AIRPLANE, JET	DC-8: EXTERNAL: TAXIING
Sound Ideas	Series 1000	1001-56-01	AIRPLANE, JET	DC-9: INTERNAL: TAKE OFF
Sound Ideas	Series 1000	1001-57-01	AIRPLANE, JET	DC-9: INTERNAL: IN FLIGHT, VOICES IN BACKGROUND
Sound Ideas	Series 1000	1001-58-01	AIRPLANE, JET	DC-9: INTERNAL: LANDING
Sound Ideas	Series 1000	1001-59-01	AIRPLANE, JET	DC-9: EXTERNAL: IDLING
Sound Ideas	Series 1000	1001-60-01	AIRPLANE, JET	727: INTERNAL: TAKE OFF, IN FLIGHT
Sound Ideas	Series 1000	1001-61-01	AIRPLANE, JET	727: INTERNAL: LANDING, VOICES, STEWARDESS, P.A.
Sound Ideas	Series 1000	1001-62-01	AIRPORT, P.A. SYSTEM	LANDING ANNOUNCEMENT: ENGLISH AND FRENCH
Sound Ideas	Series 1000	1001-63-01	AIRPLANE, COCKPIT	747: INTERNAL: PILOT PRE-FLIGHT CHECK, ENGINE IDLE, AIRPORT, CONTROL TOWER
Sound Ideas	Series 1000	1001-64-01	AIRPLANE, JET	747: INTERNAL: ENGINE IDLE BEFORE TAKE OFF
Sound Ideas	Series 1000	1001-65-01	AIRPLANE, JET	747: INTERNAL: IN FLIGHT
Sound Ideas	Series 1000	1001-66-01	AIRPLANE, JET	747: INTERNAL: WARNING BELL, ANNOUNCEMENT BEFORE LANDING
Sound Ideas	Series 1000	1001-67-01	AIRPLANE, JET	747: INTERNAL: LANDING, ENGINES REVERSING
Sound Ideas	Series 1000	1001-68-01	AIRPLANE, JET	737: EXTERNAL: TAKE OFF
Sound Ideas	Series 1000	1001-69-01	AIRPLANE, JET	TAXIING
Sound Ideas	Series 1000	1001-70-01	AIRPLANE, JET	PASSES OVERHEAD
Sound Ideas	Series 1000	1001-71-01	AIRPLANE, JET	PASSES OVERHEAD
Sound Ideas	Series 1000	1001-72-01	AIRPLANE, JET	PASSES OVERHEAD
Sound Ideas	Series 1000	1001-73-01	AIRPLANE, JET	PASSES OVERHEAD
Sound Ideas	Series 1000	1001-74-01	AIRPLANE, JET	PASSES OVERHEAD, CLOSE
Sound Ideas	Series 1000	1001-75-01	AIRPLANE, JET	PASSES OVERHEAD, CLOSE
Sound Ideas	Series 1000	1001-76-01	AIRPLANE, JET	FIGHTER: EXTERNAL: PASS OVERHEAD
Sound Ideas	Series 1000	1001-77-01	AIRPLANE, JET	FIGHTER: EXTERNAL: PASS OVERHEAD
Sound Ideas	Series 1000	1001-78-01	AIRPLANE, JET	SUPERSONIC: EXTERNAL: PASS OVERHEAD
Sound Ideas	Series 1000	1001-79-01	AIRPLANE, JET	SUPERSONIC: EXTERNAL: PASS OVERHEAD
Sound Ideas	Series 1000	1001-80-01	AIRPLANE, JET	ROCKET: EXTERNAL: PASS OVERHEAD, ROCKET, AIRPLANE
Sound Ideas	Series 1000	1002-01-01	CAT	LAPPING UP MILK, ANIMAL
Sound Ideas	Series 1000	1002-02-01	CAT	LAPPING UP MILK, ANIMAL
Sound Ideas	Series 1000	1002-03-01	CAT	MEOWING, EXCITED TOM CAT, ANIMAL
Sound Ideas	Series 1000	1002-04-01	CAT	PURRING AND MEOWING, ANIMAL
Sound Ideas	Series 1000	1002-04-02	CAT	PURRING, CONTENTED, ANIMAL
Sound Ideas	Series 1000	1002-04-03	CAT	PURRING, CONTENTED, ANIMAL
Sound Ideas	Series 1000	1002-04-04	CAT	PURRING, BEING PETTED, ANIMAL
Sound Ideas	Series 1000	1002-05-01	CAT	GROWLING AND MEOWING, ANIMAL
Sound Ideas	Series 1000	1002-06-01	COW	COW BEING MILKED, MOOING IN BACKGROUND, ANIMAL
Sound Ideas	Series 1000	1002-07-01	COW	MOOING IN A BARN; HENS IN BACKGROUND, ANIMAL, CATTLE
Sound Ideas	Series 1000	1002-08-01	COW	STOCK YARD: MOOING, ANIMAL, CATTLE
Sound Ideas	Series 1000	1002-09-01	COW, STAMPEDE	DRIVE: HOOVES MOVING QUICKLY, ANIMAL, CATTLE, STAMPEDE
Sound Ideas	Series 1000	1002-10-01	COYOTE	BARKING, BIRDS IN BACKGROUND, ANIMAL
Sound Ideas	Series 1000	1002-11-01	CHICKEN	GETS EXCITED, CLUCKING, FLAPPING OF WINGS, ANIMAL, BIRD
Sound Ideas	Series 1000	1002-12-01	CHICKEN	HEN HOUSE, HENS CLUCKING, ANIMAL, BIRD
Sound Ideas	Series 1000	1002-13-01	CHICKEN	CLUCKING, MOVING AROUND, DONKEY IN BACKGROUND, ANIMAL, BIRD
Sound Ideas	Series 1000	1002-14-01	CHIPMUNK	CALLING, COUNTRY AMBIENCE, ANIMAL, RODENT
Sound Ideas	Series 1000	1002-14-02	COUGAR	SNARL, ANIMAL, CAT
Sound Ideas	Series 1000	1002-15-01	DOG, PUPPY	BARKING, ANIMAL
