EastWest	ProSamples Vol. 17 - Guitar Licks	Track 2 - 090_Albatross -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 3 - 090_Black_Friday -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 4 - 101 Rocky Mountain -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 5 - 110 Slow Blues A 110 Slow Blues B -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 6 - 120_Doobie -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 7 - 120_Funk_01_A# -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 8 - 120_Funk_01_E -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 9 - 120_Funk_01_G -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 10 - 120_Funk_02-A# -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 11 - 120_Funk_02_E -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 12 - 120_Funk_02_G -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 13 - 120_Funk_Xtra Changes -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 14 - 126_Heavy_Slide -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 15 - 126_Pic_Blues -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 16 - 126_Show_Biz_Blues -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 17 - 148_Hard_Rock -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 18 - 148_Hard_Rock -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 19 - 152_James_B_Funk -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 20 - 240_Bo_Diddley -> TS 0:00 / Sample 1		
EastWest	ProSamples Vol. 17 - Guitar Licks	Track 21 - Misc_Acoustic -> TS 0:00 / Sample 1		
