Image-Line	Buzz Generator Adapter		Arguelles TB4004	
Image-Line	Buzz Generator Adapter		Firesledge Rectal Anarchy	
Image-Line	Buzz Generator Adapter		FSM Infector	
Image-Line	Buzz Generator Adapter		Geonik's PrimiFun	
Image-Line	Buzz Generator Adapter		Muon Synth	
Image-Line	Buzz Generator Adapter		Ruff SPECCY	
Image-Line	Buzz Generator Adapter		Zephod MX7	
Image-Line	Buzz Generator Adapter		Zephod VoidBass II	
Image-Line	Buzz Generator Adapter		Zephod VoidLead	
Image-Line	Buzz Generator Adapter		Zephod VoidSynth II	
