Image-Line	Wasp XT		Afraid Of The Dark Pad	
Image-Line	Wasp XT		AirRaid	
Image-Line	Wasp XT		Analog Saw Bass	
Image-Line	Wasp XT		Analog Saw Bass (Dual)	
Image-Line	Wasp XT		Bell Lead	
Image-Line	Wasp XT		Big 80's	
Image-Line	Wasp XT		Buzzin Faerie Lead	
Image-Line	Wasp XT		ComputerDeathTalk	
Image-Line	Wasp XT		Digital Guitar Feedback	
Image-Line	Wasp XT		Digital Thunder	
Image-Line	Wasp XT		Digitalis Organis	
Image-Line	Wasp XT		Ewoks Dance	
Image-Line	Wasp XT		Fat LFO	
Image-Line	Wasp XT		Follow The Lead	
Image-Line	Wasp XT		Forgotten Brass	
Image-Line	Wasp XT		Good Sub Bass	
Image-Line	Wasp XT		Hard Sweep Pad	
Image-Line	Wasp XT		HellsBike	
Image-Line	Wasp XT		In The Sub	
Image-Line	Wasp XT		Lovely Power Sweep	
Image-Line	Wasp XT		Make Your Mark	
Image-Line	Wasp XT		MetallicCut	
Image-Line	Wasp XT		Overdriven Sub Bass	
Image-Line	Wasp XT		Phased Saw	
Image-Line	Wasp XT		Plucky Repeat	
Image-Line	Wasp XT		Preety Fatt Baass	
Image-Line	Wasp XT		Retro Brass	
Image-Line	Wasp XT		Rub The Crystal Lip	
Image-Line	Wasp XT		Rubber Bass	
Image-Line	Wasp XT		SomeKindOf Lead	
Image-Line	Wasp XT		Spacey Pad	
Image-Line	Wasp XT		Super Saw Sync Pad	
Image-Line	Wasp XT		Swept Away Pad	
Image-Line	Wasp XT		Try This Low and High Pad	
Image-Line	Wasp XT		Tubular Bells	
Image-Line	Wasp XT		Tweak THe Cut	
Image-Line	Wasp XT		Wanna Moog	
Image-Line	Wasp XT		Water in the CPU	
Image-Line	Wasp XT		WhoaBoy Pad	
Image-Line	Wasp XT		Wired Saw	
