Sound Ideas	Series 1000	1001-01-01	AIRPLANE, SINGLE PROP	EXTERNAL: START ENGINE, TAXI
Sound Ideas	Series 1000	1001-02-01	AIRPLANE, SINGLE PROP	BEAVER: EXTERNAL: IN FLIGHT, LANDING
Sound Ideas	Series 1000	1001-03-01	AIRPLANE, SINGLE PROP	EXTERNAL: PASS BY OVERHEAD
Sound Ideas	Series 1000	1001-04-01	AIRPLANE, SINGLE PROP	EXTERNAL: PASS BY OVERHEAD
Sound Ideas	Series 1000	1001-05-01	AIRPLANE, SINGLE PROP	EXTERNAL: PASS BY OVERHEAD
Sound Ideas	Series 1000	1001-06-01	AIRPLANE, SINGLE PROP	EXTERNAL: PASS BY OVERHEAD
Sound Ideas	Series 1000	1001-07-01	AIRPLANE, SINGLE PROP	EXTERNAL: PASS BY OVERHEAD QUICKLY
Sound Ideas	Series 1000	1001-08-01	AIRPLANE, SINGLE PROP	EXTERNAL: PASS BY OVERHEAD QUICKLY
Sound Ideas	Series 1000	1001-09-01	AIRPLANE, SINGLE PROP	EXTERNAL: PASS BY OVERHEAD QUICKLY
Sound Ideas	Series 1000	1001-10-01	AIRPLANE, SINGLE PROP	EXTERNAL: HIGH REV, IDLE, STOP
Sound Ideas	Series 1000	1001-11-01	AIRPLANE, SINGLE PROP	INTERNAL: START UP, IDLE
Sound Ideas	Series 1000	1001-12-01	AIRPLANE, SINGLE PROP	INTERNAL: IDLE, 2-WAY RADIO CHATTER, RADIO, CONTROL TOWER, AIRPORT, CONTROL TOWER
Sound Ideas	Series 1000	1001-13-01	AIRPLANE, SINGLE PROP	INTERNAL: TAXIING
Sound Ideas	Series 1000	1001-14-01	AIRPLANE, SINGLE PROP	INTERNAL: TAKE OFF, IN FLIGHT; RADIO TO TOWER, AIRPORT, CONTROL TOWER
Sound Ideas	Series 1000	1001-15-01	AIRPLANE, SINGLE PROP	INTERNAL: TAKE OFF, IN FLIGHT; RADIO TO TOWER, AIRPORT, CONTROL TOWER
Sound Ideas	Series 1000	1001-16-01	AIRPLANE, SINGLE PROP	INTERNAL: START, TAXI, TAKE OFF, IN FLIGHT, RADIO, AIRPORT, CONTROL TOWER
Sound Ideas	Series 1000	1001-17-01	AIRPLANE, SINGLE PROP	INTERNAL: IN FLIGHT RADIO, AIRPORT, CONTROL TOWER
Sound Ideas	Series 1000	1001-18-01	AIRPLANE, SINGLE PROP	INTERNAL: IN FLIGHT, 'STALL' WARNING SIGNAL, AIRPORT, CONTROL TOWER
