Sound Ideas	The General Series 6000	6001-01-01	AIRPLANE, BIPLANE	STEARMAN: FROM COCKPIT, START, IDLE
Sound Ideas	The General Series 6000	6001-02-01	AIRPLANE, BIPLANE	STEARMAN: FROM COCKPIT, IDLE, TAKE OFF
Sound Ideas	The General Series 6000	6001-03-01	AIRPLANE, BIPLANE	STEARMAN: FROM COCKPIT, IN FLIGHT
Sound Ideas	The General Series 6000	6001-04-01	AIRPLANE, BIPLANE	STEARMAN: FROM COCKPIT, IN FLIGHT
Sound Ideas	The General Series 6000	6001-05-01	AIRPLANE, BIPLANE	STEARMAN: FROM COCKPIT, IN FLIGHT, LAND, IDLE, SHUT OFF
Sound Ideas	The General Series 6000	6001-06-01	AIRPLANE, BIPLANE	STEARMAN: EXTERNAL: START, IDLE, SHUT OFF
Sound Ideas	The General Series 6000	6001-07-01	AIRPLANE, BIPLANE	STEARMAN: EXTERNAL: IDLE, TAKE OFF
Sound Ideas	The General Series 6000	6001-08-01	AIRPLANE, BIPLANE	STEARMAN: EXTERNAL: PASS BY
Sound Ideas	The General Series 6000	6001-09-01	AIRPLANE, BIPLANE	STEARMAN: EXTERNAL: PASS BY
Sound Ideas	The General Series 6000	6001-10-01	AIRPLANE, SINGLE PROP	CESSNA: INTERNAL: START, IDLE
Sound Ideas	The General Series 6000	6001-11-01	AIRPLANE, SINGLE PROP	CESSNA: INTERNAL: IDLE, SHUT OFF
Sound Ideas	The General Series 6000	6001-12-01	AIRPLANE, SINGLE PROP	CESSNA: INTERNAL: TAXI TO RUNWAY
Sound Ideas	The General Series 6000	6001-13-01	AIRPLANE, SINGLE PROP	CESSNA: INTERNAL: TAKE OFF
Sound Ideas	The General Series 6000	6001-14-01	AIRPLANE, SINGLE PROP	CESSNA: INTERNAL: IN FLIGHT
Sound Ideas	The General Series 6000	6001-15-01	AIRPLANE, SINGLE PROP	CESSNA: INTERNAL: LAND
Sound Ideas	The General Series 6000	6001-16-01	AIRPLANE, SINGLE PROP	CESSNA: INTERNAL: TAXI TO TARMAC
Sound Ideas	The General Series 6000	6001-17-01	AIRPLANE, SINGLE PROP	CESSNA: EXTERNAL: START, IDLE, SHUT OFF
Sound Ideas	The General Series 6000	6001-18-01	AIRPLANE, SINGLE PROP	CESSNA: EXTERNAL: IDLE, APPROACH, LEFT, TAKE OFF
Sound Ideas	The General Series 6000	6001-19-01	AIRPLANE, SINGLE PROP	CESSNA: EXTERNAL: APPROACH, LEFT, TAKE OFF
Sound Ideas	The General Series 6000	6001-20-01	AIRPLANE, SINGLE PROP	CESSNA: EXTERNAL: PASS BY
Sound Ideas	The General Series 6000	6001-21-01	AIRPLANE, SINGLE PROP	CESSNA: EXTERNAL: PASS BY
Sound Ideas	The General Series 6000	6001-22-01	AIRPLANE, SINGLE PROP	CESSNA: EXTERNAL: PASS BY
Sound Ideas	The General Series 6000	6001-23-01	AIRPLANE, SINGLE PROP	CESSNA: EXTERNAL: ABORT LANDING, PASS BY
Sound Ideas	The General Series 6000	6001-24-01	AIRPLANE, SINGLE PROP	CESSNA: EXTERNAL: LANDING
Sound Ideas	The General Series 6000	6001-25-01	AIRPLANE, SINGLE PROP	CESSNA: EXTERNAL: LANDING
Sound Ideas	The General Series 6000	6001-26-01	AIRPLANE, TWIN PROP	KING AIR: INTERNAL: START, IDLE
Sound Ideas	The General Series 6000	6001-27-01	AIRPLANE, TWIN PROP	KING AIR: INTERNAL: IDLE, BELL, FLAPS
Sound Ideas	The General Series 6000	6001-28-01	AIRPLANE, TWIN PROP	KING AIR: INTERNAL: TAXI TO RUNWAY
Sound Ideas	The General Series 6000	6001-29-01	AIRPLANE, TWIN PROP	KING AIR: INTERNAL: TAKE OFF
Sound Ideas	The General Series 6000	6001-30-01	AIRPLANE, TWIN PROP	KING AIR: INTERNAL: INFLIGHT
Sound Ideas	The General Series 6000	6001-31-01	AIRPLANE, TWIN PROP	KING AIR: INTERNAL: DESCEND, LAND
Sound Ideas	The General Series 6000	6001-32-01	AIRPLANE, TWIN PROP	KING AIR: INTERNAL: TAXI TO TARMAC, SHUT OFF
Sound Ideas	The General Series 6000	6001-33-01	AIRPLANE, TWIN PROP	KING AIR: EXTERNAL: START, IDLE
