Native Instruments	B4 II		1 - Soul Explosion	
Native Instruments	B4 II		2 - 16'	
Native Instruments	B4 II		3 - Cool Cats	
Native Instruments	B4 II		4 - Turn on, Drop out	
Native Instruments	B4 II		5 - Je t'aime	
Native Instruments	B4 II		6 - Hi Gain	
Native Instruments	B4 II		7 - Juno Pilot	
Native Instruments	B4 II		8 - Les Cornichons	
Native Instruments	B4 II		9 - Space and Time	
Native Instruments	B4 II		10 - Captain Phlanger	
Native Instruments	B4 II		11 - Super Rotor	
Native Instruments	B4 II		12 - Marquee	
Native Instruments	B4 II		13 - Rock Basic	
Native Instruments	B4 II		14 - Rock Basic(Variation)	
Native Instruments	B4 II		15 - Space Rotator	
Native Instruments	B4 II		16 - Stevie	
Native Instruments	B4 II		17 - Woodstock	
Native Instruments	B4 II		18 - Woodstock(Variation)	
Native Instruments	B4 II		19 - B4 Blues	
Native Instruments	B4 II		20 - Jazz Basic	
Native Instruments	B4 II		21 - Jazz Basic(Variation)	
Native Instruments	B4 II		22 - PercVerb	
Native Instruments	B4 II		23 - Indiana Rope Man	
Native Instruments	B4 II		24 - House Plop	
Native Instruments	B4 II		25 - Preston !	
Native Instruments	B4 II		26 - Oye como va	
Native Instruments	B4 II		27 - Brians Choice	
Native Instruments	B4 II		28 - Distorted Smile	
Native Instruments	B4 II		29 - One Shot	
Native Instruments	B4 II		30 - No B4 no Cry	
Native Instruments	B4 II		31 - Soft Ice	
Native Instruments	B4 II		32 - House Basic	
Native Instruments	B4 II		33 - House Basic(Variation)	
Native Instruments	B4 II		34 - Time of the Season	
Native Instruments	B4 II		35 - Percussive Organ	
Native Instruments	B4 II		36 - Reggae	
Native Instruments	B4 II		37 - What'd I say	
Native Instruments	B4 II		38 - Rotosonic Boost	
Native Instruments	B4 II		39 - Keep me hangin' on	
Native Instruments	B4 II		40 - House Base	
Native Instruments	B4 II		41 - A Whiter Shade...	
Native Instruments	B4 II		42 - Balls	
Native Instruments	B4 II		43 - Jazz	
Native Instruments	B4 II		44 - Oil ?	
Native Instruments	B4 II		45 - Francesco's Trumpet	
Native Instruments	B4 II		46 - Transistor	
Native Instruments	B4 II		47 - Barbara D. Ahoi	
Native Instruments	B4 II		48 - Disharmonika	
Native Instruments	B4 II		49 - Hush	
Native Instruments	B4 II		50 - Augmentation	
Native Instruments	B4 II		51 - Born to B4	
Native Instruments	B4 II		52 - Thick Click	
Native Instruments	B4 II		53 - House	
Native Instruments	B4 II		54 - dhoop-sticks	
Native Instruments	B4 II		55 - HiGain Basic	
Native Instruments	B4 II		56 - HiGain Basic(Variation)	
Native Instruments	B4 II		57 - Sly, where are You ?	
Native Instruments	B4 II		58 - Farfisa Boost	
Native Instruments	B4 II		59 - Distortion	
Native Instruments	B4 II		60 - Super Continental	
Native Instruments	B4 II		61 - Purple	
Native Instruments	B4 II		62 - King Leakage	
Native Instruments	B4 II		63 - Reggae Basic	
Native Instruments	B4 II		64 - Reggae Basic(Variation)	
Native Instruments	B4 II		65 - The End	
Native Instruments	B4 II		66 - Creatures of the night	
Native Instruments	B4 II		67 - Mallets	
Native Instruments	B4 II		68 - Transistor Basic	
Native Instruments	B4 II		69 - Transistor Basic(Variation)	
Native Instruments	B4 II		70 - Distorted Jazz	
Native Instruments	B4 II		71 - Voxxx	
Native Instruments	B4 II		72 - Deep Scanner	
Native Instruments	B4 II		73 - Damaged Rotator	
Native Instruments	B4 II		74 - Funky Kingston	
